,Index,data,labels
3827,6383,"""Seeing as SplitView is a control used to divide content between and pane and content area it would make sense for SplitView to allow a PanePlacement.Top and PanePlacement.Bottom in addition to its current Left and Right parameters.""",1
3828,6405,"""I would like to recommend adding the ability to upload screenshots in 1080x1920 pixel size.""",1
3829,6427,"""Would be really helpful to have FindAncestor API added just like in Silverlight 5 and WPF.""",1
3830,6429,"""Back to how it was on the old dashboard would be ideal just a simple link to toggle between visible and hidden.""",1
3831,6437,"""I suggest these new maximum lengths: title 500 characters description 10000 characters (same as for app description).""",1
3832,6447,"""You could also consider implementing this partially: for example allow inheritance only between managed WinRT classes and deriving managed classes from native WinRT classes.""",1
3833,6534,"""Allow rotation/scaling of MapIcons so that they stick relative to when the map is rotated.""",1
3834,6538,"""Also would like to place triggers at oom levels but that is a seperate issue.""",1
3835,6540,"""It would be especially powerful and useful to be able to access the DOM that is in the currently loaded page of the WebView control and have full control over querying it and even modifying it if necessary.""",1
3836,6556,"""If all 3 variations could be merged I think most developers would be able to adjust to it and there would be less confusion in the future.""",1
3837,6575,"""The best answer would be to simply exempt installed web apps from the group policy defaults for web pages.""",1
3838,6584,"""And our customers would LOVE to be able to install these apps without having to install Firefox or Chrome first.""",1
3839,6603,"""For exemple the close button could be a top right triangle or larger cube.""",1
3840,6635,"""The old format of showing up to 8 screen shots side by side would give a user a better feel for the app as a whole.""",1
3841,6647,"""Another suggestion is to add another section at the bottom - showing related apps - as long as they meet a certain review standard - to promote cross visibility.""",1
3842,6672,"""We would prefer it either to show the app's page in the store or to not be included in the results at all if it appears to create an error.""",1
3843,6680,"""I think you should provide the option to capture audio with an external mic via the 3.5mm jack(and not through a bluethooth external mic).""",1
3844,6683,"""When running a small SSD for your C drive the emulators can take up a large amount of space so it would be nice to move them to a second hard drive.""",1
3845,6709,"""please make the theme beautiful by making the icons 4d.""",1
3846,6719,"""instead of tiles  we want something attractive for instance Windows style icons more than 3 initial screens customized task-bar the action and notification center should be glass style or in customized transparency style.""",1
3847,608,I would like to have A2DP Sink profile on windows 10 specially on IoT Core I know that most of the times is related to the drivers of the BT chip but citing your site the following RFCOMM services are not supported:,1
3848,1007,How about letting the user decide whether My People should use these animated notifications or normal Toasts.,1
3849,1215,and the user hover overs the seekbar with mouse or pen or any other input device for that perspective wherver is the user mouse show a small thumbnail of the video file at that specific position just above the seekbar ( slider ) and as the user moves the mouse along the seekbar the thumbnail should update accordingly.,1
3850,1222,In UWP applications with the codeGeneration manifest capability allow the use of the existing exception table APIs currently marked desktop-only.,1
3851,1325,Having SOCK_SEQPACKET would remove the burden of distinguishing between independent messages from the user.,1
3852,1356,Is it possible to add the notification system?,1
3853,1390,List/GridSwitcher : there can be a toggle button on the top of the control which can toggle the control to view as a listview ( each item expanded fully ) or to a gridview ( normal grid like behaviour ),1
3854,1479,Since only one ContentDialog can be shown at a time a lock is needed (such as SemaphoreSlim(11) or a sequential queue of TaskCompletionSource).,1
3855,6720,The app list should be in grid style and background should be customized.,1
3856,6721,The keyborad should also be customized like the gadget comfort on-screen keyboard in windows 7 (desktop).,1
3857,6724,Please allow us to maintain all app packages store assets descriptions screenshots and metadata in a Git repository and simply push to a Git remote to upload.,1
